HR,Name,DM,HD,SAO,RAh,RAm,RAs,DE_sign,DEd,DEm,DEs,Vmag,B-V,SpType,Const-Info
5518,,BD-12 4134,130325,158808,14.0,47.0,54.9,-,12.0,50.0,23.0,6.35,1.1,K0III,0I
5519,,CD-36 9645,130328,205966,14.0,48.0,38.1,-,36.0,38.0,5.0,6.04,1.54,M3III,3I
5520,,CP-72 1604,130458,257206,14.0,53.0,13.7,-,73.0,11.0,24.0,5.6,0.82,G7IIIa+F9IV,7I
5521,,CD-2311916,130529,182898,14.0,49.0,18.7,-,24.0,15.0,6.0,5.68,1.3,gK1,1
5522,,BD-00 2886,130557,140152,14.0,48.0,54.1,-,0.0,50.0,52.0,6.14,-0.04,B9VSi:Cr:,9V
5523,7Mu  Lib,BD-13 3986,130559,158821,14.0,49.0,19.1,-,14.0,8.0,56.0,5.31,0.07,A1pSrCrEu,1p
5524,,BD+24 2779,130603,83535,14.0,48.0,23.3,+,24.0,22.0,0.0,6.14,0.48,F2-6V,2-
5525,Pi 1Oct,CP-82  629,130650,258713,15.0,1.0,50.8,-,83.0,13.0,40.0,5.65,0.95,G8-K0III,8-
5526,58    Hya,CD-2710073,130694,182911,14.0,50.0,17.3,-,27.0,57.0,37.0,4.41,1.4,K4III,4I
5527,,CP-63 3436,130701,252928,14.0,52.0,35.0,-,63.0,48.0,36.0,5.87,0.72,G3II+B8V,3I
5528,Omi Lup,CD-43 9391,130807,225248,14.0,51.0,38.4,-,43.0,34.0,32.0,4.32,-0.15,B5IV,5I
5529,,BD+38 2593,130817,64344,14.0,49.0,6.7,+,37.0,48.0,40.0,6.16,0.36,F2V,2V
5530,8Alp1Lib,BD-15 3965,130819,158836,14.0,50.0,41.2,-,15.0,59.0,50.0,5.15,0.41,F4IV,4I
5531,9Alp2Lib,BD-15 3966,130841,158840,14.0,50.0,52.7,-,16.0,2.0,30.0,2.75,0.15,A3IV,3I
5532,,BD+29 2581,130917,83551,14.0,49.0,58.4,+,28.0,36.0,57.0,5.8,0.05,A4V,4V
5533,38    Boo,BD+46 1993,130945,45226,14.0,49.0,18.7,+,46.0,6.0,58.0,5.74,0.48,F7IV w,7I
5534,,BD+24 2786,130948,83553,14.0,50.0,15.8,+,23.0,54.0,43.0,5.85,0.56,G0-2V,0-
5535,11    Lib,BD-01 2991,130952,140176,14.0,51.0,1.0,-,2.0,17.0,57.0,4.94,0.98,G8III-IV,8I
5536,,BD+00 3253,130970,140177,14.0,51.0,0.1,-,0.0,15.0,26.0,6.18,1.4,K3III,3I
5537,,BD+51 1957,131040,29296,14.0,49.0,32.3,+,51.0,22.0,29.0,6.51,0.4,F5IV,5I
5538,39    Boo,BD+49 2326,131041,45231,14.0,49.0,41.3,+,48.0,43.0,14.0,5.69,0.47,F6V+F5V,6V
5539,Zet Cir,CP-65 2918,131058,252951,14.0,54.0,42.4,-,65.0,59.0,29.0,6.09,-0.06,B3Vn,3V
5540,,CP-76  924,131109,257212,14.0,57.0,52.9,-,76.0,39.0,46.0,5.34,1.45,K4III:,4I
5541,,BD+37 2580,131111,64355,14.0,50.0,29.6,+,37.0,16.0,19.0,5.48,1.02,K0III-IV,0I
5542,,CD-3011780,131117,206035,14.0,52.0,33.1,-,30.0,34.0,37.0,6.29,0.6,G1V,1V
5543,,CD-37 9760,131120,206037,14.0,52.0,51.1,-,37.0,48.0,12.0,5.03,-0.16,B7IIIp,7I
5544,37Xi  Boo,BD+19 2870,131156,101250,14.0,51.0,23.3,+,19.0,6.0,4.0,4.55,0.76,G8Ve+K4Ve,8V
5545,Pi 2Oct,CP-82  636,131246,258714,15.0,4.0,46.7,-,83.0,2.0,18.0,5.65,1.3,G8Ib,8I
5546,,CP-59 5753,131342,242111,14.0,55.0,34.6,-,60.0,6.0,51.0,5.2,1.16,K2III,2I
5547,,CP-76  931,131425,257218,15.0,0.0,11.8,-,77.0,9.0,37.0,5.93,1.05,G8II,8I
5548,12    Lib,CD-2411735,131430,182983,14.0,54.0,20.1,-,24.0,38.0,32.0,5.3,1.32,K2III,2I
5549,,CD-3210457,131432,206079,14.0,54.0,38.0,-,33.0,18.0,2.0,5.82,1.42,K2III,2I
5550,,BD+16 2705,131473,101273,14.0,53.0,23.3,+,15.0,42.0,16.0,6.4,0.57,F9V,9V
5551,The Cir,CP-62 4337,131492,252965,14.0,56.0,44.0,-,62.0,46.0,51.0,5.11,0.0,B4Vnpe,4V
5552,,BD+59 1615,131507,29315,14.0,51.0,26.4,+,59.0,17.0,38.0,5.46,1.36,K4III,4I
5553,,BD+19 2881,131511,101276,14.0,53.0,23.7,+,19.0,9.0,10.0,6.01,0.83,K2V,2V
5554,13Xi 1Lib,BD-11 3827,131530,158887,14.0,54.0,22.9,-,11.0,53.0,54.0,5.8,0.97,G7III,7I
5555,,CP-74 1281,131551,257219,14.0,59.0,56.0,-,75.0,1.0,57.0,6.2,-0.04,B9V,9V
5556,,CP-52 7634,131562,242120,14.0,56.0,17.3,-,52.0,48.0,35.0,5.38,0.13,A2III,2I
5557,Ome Oct,CP-84  490,131596,258717,15.0,11.0,8.3,-,84.0,47.0,15.0,5.91,-0.06,B9.5V,9.
5558,,CD-3310169,131625,206099,14.0,55.0,44.7,-,33.0,51.0,21.0,5.32,0.04,A0V,0V
5559,,CD-47 9543,131657,225306,14.0,56.0,32.0,-,47.0,52.0,45.0,5.64,-0.04,B9V,9V
5560,,CD-50 8939,131705,242128,14.0,57.0,1.4,-,51.0,26.0,49.0,6.64,1.7,M2III,2I
5561,,CD-38 9785,131752,206110,14.0,56.0,35.8,-,39.0,24.0,58.0,6.36,0.06,A0-1V,0-
5562,,CD-3210480,131774,206112,14.0,56.0,30.9,-,32.0,38.0,12.0,6.06,1.41,K3III,3I
5563,7Bet UMi,BD+74  595,131873,8102,14.0,50.0,42.3,+,74.0,9.0,20.0,2.08,1.47,K4-III,4-
5564,15Xi 2Lib,BD-10 3989,131918,158915,14.0,56.0,46.1,-,11.0,24.0,35.0,5.46,1.49,K4III,4I
5565,,CD-2811055,131919,183030,14.0,57.0,13.6,-,29.0,9.0,28.0,6.29,-0.04,B9V,9V
5566,,CD-48 9494,131923,225328,14.0,58.0,8.8,-,48.0,51.0,47.0,6.35,0.71,G3-5V,3-
5567,,BD+15 2796,131951,101293,14.0,56.0,13.2,+,14.0,26.0,47.0,5.77,-0.06,A0V,0V
5568,,BD-20 4125,131977,183040,14.0,57.0,28.0,-,21.0,24.0,56.0,5.74,1.11,K4V,4V
5569,,BD+32 2531,132029,64408,14.0,55.0,58.7,+,32.0,18.0,1.0,6.12,0.1,A2V,2V
5570,16    Lib,BD-03 3696,132052,140240,14.0,57.0,11.0,-,4.0,20.0,47.0,4.49,0.32,F0V,0V
5571,Bet Lup,CD-42 9853,132058,225335,14.0,58.0,31.9,-,43.0,8.0,2.0,2.68,-0.22,B2III/IV,2I
5572,,CD-39 9402,132096,206154,14.0,58.0,36.8,-,39.0,54.0,24.0,6.15,1.23,K2III,2I
5573,,BD+00 3277,132132,120758,14.0,57.0,33.3,-,0.0,10.0,3.0,5.53,1.13,K1III,1I
5574,,BD+22 2764,132145,83596,14.0,57.0,3.6,+,21.0,33.0,19.0,6.49,-0.01,A1V,1V
5575,,BD+16 2715,132146,101299,14.0,57.0,11.7,+,16.0,23.0,18.0,5.71,0.94,gG5,5
5576,Kap Cen,CD-41 9342,132200,225344,14.0,59.0,9.7,-,42.0,6.0,15.0,3.13,-0.2,B2IV,2I
5577,59    Hya,CD-2710148,132219,183058,14.0,58.0,39.2,-,27.0,39.0,26.0,5.65,0.24,A4V+A6V,4V
5578,17    Lib,BD-10 3994,132230,158935,14.0,58.0,13.4,-,11.0,9.0,18.0,6.6,0.01,A1V,1V
5579,,CD-37 9836,132238,206167,14.0,59.0,13.9,-,37.0,52.0,53.0,6.47,-0.08,B8V,8V
5580,,CD-42 9871,132242,225351,14.0,59.0,27.1,-,43.0,9.0,36.0,6.1,0.6,F5III,5I
5581,,BD+50 2126,132254,45288,14.0,56.0,23.0,+,49.0,37.0,43.0,5.63,0.5,F7V,7V
5582,18    Lib,BD-10 3999,132345,158946,14.0,58.0,53.6,-,11.0,8.0,39.0,5.87,1.26,K3-IIICN1,3-
5583,,BD-04 3783,132375,140256,14.0,58.0,52.8,-,4.0,59.0,21.0,6.09,0.5,F8V,8V
5584,,BD+05 2954,132525,120774,14.0,59.0,23.1,+,4.0,34.0,4.0,5.93,1.6,M2III,2I
5585,,CD-37 9863,132604,206208,15.0,1.0,13.0,-,38.0,3.0,30.0,5.89,1.24,K2-3III,2-
5586,19Del Lib,BD-07 3938,132742,140270,15.0,0.0,58.4,-,8.0,31.0,8.0,4.92,0.0,B9.5V,9.
5587,,CD-3310244,132763,206223,15.0,1.0,58.1,-,34.0,21.0,32.0,6.22,0.24,A8IV,8I
5588,40    Boo,BD+39 2820,132772,64449,14.0,59.0,36.9,+,39.0,15.0,55.0,5.64,0.31,F0-2IV-III,0-
5589,,BD+66  878,132813,16558,14.0,57.0,35.0,+,65.0,55.0,57.0,4.6,1.59,M4.5III,4.
5590,,BD-02 3928,132833,140276,15.0,1.0,19.8,-,2.0,45.0,18.0,5.52,1.68,M0III,0I
5591,60    Hya,CD-2710183,132851,183099,15.0,2.0,6.4,-,28.0,3.0,38.0,5.85,0.16,A4IV,4I
5592,,BD+22 2772,132879,83616,15.0,0.0,52.4,+,22.0,2.0,44.0,6.38,,K0,0
5593,Eta Cir,CP-63 3493,132905,253005,15.0,4.0,48.2,-,64.0,1.0,54.0,5.17,0.93,G8III,8I
5594,,BD+00 3297,132933,120798,15.0,1.0,48.9,-,0.0,8.0,26.0,5.71,1.52,M0.5IIb,0.
5595,,CD-3210560,132955,206239,15.0,2.0,59.3,-,32.0,38.0,36.0,5.44,-0.12,B3V,3V
5596,,BD+83  431,133002,2459,14.0,50.0,20.4,+,82.0,30.0,43.0,5.64,0.68,F9V,9V
5597,,BD+47 2192,133029,45326,15.0,0.0,38.7,+,47.0,16.0,40.0,6.37,-0.14,B9pSiSrCr,9p
5598,,CP-71 1729,133049,257238,15.0,7.0,8.7,-,71.0,54.0,19.0,6.52,1.59,K4III,4I
5599,,BD-02 3933,133112,140286,15.0,2.0,44.9,-,3.0,1.0,53.0,6.61,0.2,A5m,5m
5600,41Ome Boo,BD+25 2861,133124,83624,15.0,2.0,6.5,+,25.0,0.0,29.0,4.81,1.5,K4-IIIabCa0.5,4-
5601,110    Vir,BD+02 2905,133165,120809,15.0,2.0,54.0,+,2.0,5.0,29.0,4.4,1.04,K0.5IIIbFe-0.5,0.
5602,42Bet Boo,BD+40 2840,133208,45337,15.0,1.0,56.8,+,40.0,23.0,26.0,3.5,0.97,G8IIIaBa0.3Fe-0.5,8I
5603,20Sig Lib,CD-2411834,133216,183139,15.0,4.0,4.2,-,25.0,16.0,55.0,3.29,1.7,M3-III,3-
5604,,CD-40 9243,133220,225422,15.0,4.0,42.9,-,40.0,51.0,41.0,6.41,1.46,M6III,6I
5605,Pi  Lup,CD-46 9773,133242,225426,15.0,5.0,7.2,-,47.0,3.0,4.0,4.72,-0.14,B5V,5V
5606,Pi  Lup,CD-46 9773,133243,225426,15.0,5.0,7.2,-,47.0,3.0,4.0,4.82,,B5IV,5I
5607,,CD-40 9257,133340,225435,15.0,5.0,19.1,-,41.0,4.0,2.0,5.15,1.01,G8III,8I
5608,,BD+60 1582,133388,16574,15.0,1.0,27.1,+,60.0,12.0,16.0,5.93,0.09,A4V,4V
5609,,BD+35 2642,133392,64476,15.0,3.0,6.1,+,35.0,12.0,21.0,5.51,1.02,gG8,8
5610,,BD+06 2983,133408,120822,15.0,4.0,6.4,+,5.0,29.0,33.0,6.5,0.31,F0V,0V
5611,,CP-64 3095,133456,253024,15.0,7.0,56.8,-,65.0,16.0,32.0,6.17,1.47,K3III,3I
5612,,BD+45 2251,133484,45348,15.0,3.0,6.6,+,44.0,38.0,40.0,6.65,0.46,F6IV,6I
5613,,BD+35 2644,133485,64484,15.0,3.0,36.5,+,34.0,33.0,58.0,6.59,1.02,G8III-IV,8I
5614,,CD-2510710,133529,183163,15.0,5.0,47.7,-,25.0,47.0,23.0,6.67,-0.01,B8V,8V
5615,,CD-3510035,133550,206292,15.0,6.0,13.9,-,36.0,15.0,51.0,6.27,1.65,K5III,5I
5616,43Psi Boo,BD+27 2447,133582,83645,15.0,4.0,26.7,+,26.0,56.0,51.0,4.54,1.24,K2III,2I
5617,,CD-48 9630,133631,225456,15.0,7.0,25.9,-,49.0,5.0,18.0,5.77,0.92,G8III,8I
5618,44    Boo,BD+48 2259,133640,45357,15.0,3.0,47.4,+,47.0,39.0,16.0,4.76,0.65,F9-G1Vn,9-
5619,,CD-3011960,133652,206300,15.0,6.0,33.3,-,30.0,55.0,8.0,5.96,-0.08,A0pSi,0p
5620,,BD-21 4030,133670,183176,15.0,6.0,27.1,-,22.0,1.0,55.0,6.17,1.05,gK1,1
5621,,CP-66 2725,133683,253031,15.0,9.0,29.9,-,67.0,5.0,3.0,5.76,0.69,F6II,6I
5622,21Nu  Lib,BD-15 4026,133774,159028,15.0,6.0,37.6,-,16.0,15.0,25.0,5.2,1.58,K5-III,5-
5623,,CP-63 3518,133792,253034,15.0,9.0,25.5,-,63.0,38.0,34.0,6.28,0.06,A0pSrCrEu,0p
5624,,CD-40 9305,133880,225474,15.0,8.0,12.1,-,40.0,35.0,2.0,5.79,-0.14,B8IVSi,8I
5625,,CD-4210050,133937,225479,15.0,8.0,39.1,-,42.0,52.0,4.0,5.85,-0.11,B7V,7V
5626,Lam Lup,CD-44 9889,133955,225483,15.0,8.0,50.6,-,45.0,16.0,47.0,4.05,-0.18,B3V,3V
5627,47    Boo,BD+48 2262,133962,45370,15.0,5.0,25.8,+,48.0,9.0,4.0,5.57,0.0,A1V,1V
5628,,CP-72 1714,133981,257247,15.0,12.0,33.8,-,72.0,46.0,13.0,6.01,0.0,B8-9III,8-
5629,,BD+66  887,133994,16587,15.0,3.0,57.8,+,65.0,55.0,11.0,6.13,,A2V s,2V
5630,,BD+37 2608,134044,64503,15.0,6.0,35.1,+,36.0,27.0,20.0,6.35,0.52,F8V,8V
5631,,BD+06 3001,134047,120852,15.0,7.0,40.3,+,5.0,29.0,53.0,6.16,0.94,K0III,0I
5632,,CP-60 5656,134060,253043,15.0,10.0,44.6,-,61.0,25.0,21.0,6.3,0.63,G2V,2V
5633,,BD+19 2924,134064,101379,15.0,7.0,20.4,+,18.0,26.0,30.0,6.02,0.06,A3V,3V
5634,45    Boo,BD+25 2873,134083,83671,15.0,7.0,18.1,+,24.0,52.0,9.0,4.93,0.43,F5V,5V
5635,,BD+55 1730,134190,29407,15.0,6.0,16.7,+,54.0,33.0,23.0,5.25,0.96,G7.5IIIFe-1,7.
5636,,CD-3810020,134255,206352,15.0,10.0,7.5,-,38.0,47.0,33.0,5.98,,G8III,8I
5637,,CP-54 6367,134270,242287,15.0,11.0,16.0,-,55.0,20.0,46.0,5.54,1.14,G2Ib-II,2I
5638,46    Boo,BD+26 2656,134320,83682,15.0,8.0,23.8,+,26.0,18.0,4.0,5.67,1.24,gK2,2
5639,,BD+13 2901,134323,101403,15.0,8.0,53.4,+,13.0,14.0,6.0,6.1,0.96,dG6,6
5640,,BD+25 2876,134335,83685,15.0,8.0,35.5,+,25.0,6.0,31.0,5.81,1.24,K1III,1I
5641,,CD-2510758,134373,183237,15.0,10.0,18.6,-,26.0,19.0,58.0,5.76,1.05,K0III,0I
5642,,CD-44 9922,134444,225517,15.0,11.0,34.9,-,45.0,16.0,39.0,6.44,1.04,K1III,1I
5643,,CD-44 9921,134443,225516,15.0,11.0,31.9,-,45.0,16.0,46.0,7.39,1.08,K0III,0I
5644,,CP-69 2267,134453,253062,15.0,14.0,19.1,-,70.0,4.0,46.0,5.81,3.38,"C5,5","5,"
5645,,CP-61 4856,134468,253059,15.0,13.0,1.0,-,61.0,44.0,38.0,6.32,1.9,K4Ib,4I
5646,Kap1Lup,CD-48 9704,134481,225525,15.0,11.0,56.1,-,48.0,44.0,16.0,3.87,-0.05,B9.5Vne,9.
5647,Kap2Lup,CD-48 9705,134482,225526,15.0,11.0,57.6,-,48.0,44.0,37.0,5.69,0.14,A3IV,3I
5648,,BD+50 2146,134493,29420,15.0,8.0,19.5,+,50.0,3.0,18.0,6.39,1.03,K0III,0I
5649,Zet Lup,CD-51 8830,134505,242304,15.0,12.0,17.1,-,52.0,5.0,57.0,3.41,0.92,G8III,8I
5650,,CD-47 9779,134597,225533,15.0,12.0,31.3,-,48.0,13.0,7.0,6.33,1.12,K2III,2I
5651,,CD-44 9932,134687,225539,15.0,12.0,49.5,-,44.0,30.0,2.0,4.82,-0.17,B3IV,3I
5652,24Iot1Lib,BD-19 4047,134759,159090,15.0,12.0,13.3,-,19.0,47.0,30.0,4.54,-0.08,A0pSi,0p
5653,,CD-3510119,134837,206418,15.0,13.0,7.4,-,36.0,5.0,29.0,6.1,-0.08,B8V,8V
5654,,BD+19 2935,134943,101429,15.0,12.0,4.3,+,18.0,58.0,33.0,5.89,1.53,M4IIIab,4I
5655,,CD-2312133,134946,183269,15.0,13.0,17.5,-,24.0,0.0,30.0,6.47,-0.04,B9,9
5656,25Iot2Lib,BD-19 4055,134967,159105,15.0,13.0,19.2,-,19.0,38.0,51.0,6.08,0.12,A3Vn,3V
5657,23    Lib,CD-2411928,134987,183275,15.0,13.0,28.7,-,25.0,18.0,33.0,6.45,0.7,G4V,4V
5658,,CD-2510801,135051,183285,15.0,13.0,53.3,-,26.0,11.0,37.0,5.84,1.14,gG5,5
5659,,BD+19 2939,135101,101437,15.0,12.0,43.5,+,19.0,17.0,9.0,6.68,0.68,G5V,5V
5660,1    Lup,CD-3111813,135153,206445,15.0,14.0,37.3,-,31.0,31.0,9.0,4.91,0.37,F1II,1I
5661,,CP-60 5698,135160,253082,15.0,16.0,36.4,-,60.0,54.0,14.0,5.73,-0.08,B0.5Ve,0.
5662,26    Lib,BD-17 4285,135230,159122,15.0,14.0,33.7,-,17.0,46.0,7.0,6.17,-0.05,B9.5III,9.
5663,,CD-47 9824,135235,225590,15.0,15.0,53.8,-,48.0,4.0,27.0,5.95,0.21,A3m,3m
5664,Del Cir,CP-60 5701,135240,253084,15.0,16.0,56.7,-,60.0,57.0,27.0,5.09,-0.06,O8.5V,8.
5665,,BD+23 2789,135263,83723,15.0,13.0,31.9,+,22.0,59.0,0.0,6.3,0.06,A2V,2V
5666,Eps Cir,CP-63 3544,135291,253088,15.0,17.0,38.9,-,63.0,36.0,38.0,4.86,1.25,K2.5III,2.
5667,,CD-41 9682,135345,225600,15.0,16.0,4.0,-,41.0,29.0,28.0,5.16,0.58,G5Ia+B,5I
5668,,CD-43 9749,135348,225602,15.0,16.0,10.5,-,43.0,29.0,5.0,6.04,-0.14,B3IV,3I
5669,,BD-04 3840,135367,140408,15.0,14.0,50.7,-,5.0,30.0,10.0,6.28,1.47,K2,2
5670,Bet Cir,CP-58 5875,135379,242384,15.0,17.0,30.8,-,58.0,48.0,4.0,4.07,0.09,A3V,3V
5671,Gam TrA,CP-68 2383,135382,253097,15.0,18.0,54.6,-,68.0,40.0,46.0,2.89,0.0,A1V,1V
5672,,BD+68  823,135384,16630,15.0,10.0,44.1,+,67.0,46.0,53.0,6.17,,A8Vn,8V
5673,,BD+38 2629,135402,64572,15.0,13.0,35.6,+,38.0,15.0,53.0,6.2,1.2,gK2,2
5674,,BD+32 2561,135438,64574,15.0,14.0,6.1,+,31.0,47.0,17.0,5.99,1.52,K5,5
5675,3    Ser,BD+05 2985,135482,120916,15.0,15.0,11.4,+,4.0,56.0,22.0,5.33,1.09,K0III,0I
5676,48Chi Boo,BD+29 2640,135502,83729,15.0,14.0,29.2,+,29.0,9.0,51.0,5.26,0.03,A2V,2V
5677,,BD+42 2577,135530,45445,15.0,14.0,10.3,+,42.0,10.0,17.0,6.13,1.66,M2IIIa,2I
5678,,BD-21 4065,135534,183328,15.0,16.0,23.0,-,22.0,23.0,58.0,5.5,1.38,K5III,5I
5679,4    Ser,BD+00 3327,135559,120920,15.0,15.0,49.1,+,0.0,22.0,20.0,5.63,0.18,A4V,4V
5680,,CP-60 5720,135591,253101,15.0,18.0,48.9,-,60.0,29.0,47.0,5.46,-0.1,O7.5III((f)),7.
5681,49Del Boo,BD+33 2561,135722,64589,15.0,15.0,30.2,+,33.0,18.0,53.0,3.47,0.95,G8IIIFe-1,8I
5682,,CD-40 9481,135730,225631,15.0,18.0,9.4,-,41.0,3.0,39.0,6.28,0.18,Am,m
5683,Mu  Lup,CD-47 9860,135734,225638,15.0,18.0,32.0,-,47.0,52.0,30.0,4.27,-0.08,B8Ve,8V
5684,,CP-67 2836,135737,253115,15.0,20.0,40.7,-,67.0,28.0,53.0,6.28,-0.09,B3V,3V
5685,27Bet Lib,BD-08 3935,135742,140430,15.0,17.0,0.4,-,9.0,22.0,59.0,2.61,-0.11,B8V,8V
5686,2    Lup,CD-2911630,135758,183346,15.0,17.0,49.9,-,30.0,8.0,56.0,4.34,1.1,G9IIIaFe1,9I
5687,,CD-40 9496,135876,225647,15.0,18.0,56.4,-,40.0,47.0,18.0,5.59,-0.1,B7V,7V
5688,,CD-3012117,135896,206509,15.0,18.0,41.3,-,31.0,12.0,34.0,6.18,1.23,G6-8III,6-
5689,,CD-3610062,136014,206523,15.0,19.0,31.6,-,37.0,5.0,48.0,6.2,0.96,G6III-IV,6I
5690,,BD+00 3337,136028,140444,15.0,18.0,26.2,-,0.0,27.0,41.0,5.89,1.51,K5III,5I
5691,,BD+67  876,136064,16660,15.0,14.0,38.3,+,67.0,20.0,48.0,5.13,0.53,F9IV,9I
5692,,BD+21 2755,136138,83755,15.0,18.0,24.5,+,20.0,34.0,22.0,5.7,0.97,G8IIIaBa0.3,8I
5693,,BD+69  789,136174,16662,15.0,14.0,51.9,+,68.0,56.0,43.0,6.51,,A1Vn,1V
5694,5    Ser,BD+02 2944,136202,120946,15.0,19.0,18.8,+,1.0,45.0,55.0,5.06,0.54,F8III-IV,8I
5695,Del Lup,CD-40 9538,136298,225691,15.0,21.0,22.3,-,40.0,38.0,51.0,3.22,-0.22,B1.5IV,1.
5696,,CD-40 9539,136334,225695,15.0,21.0,35.3,-,40.0,44.0,59.0,6.2,0.07,A1V,1V
5697,,CD-3710171,136347,206543,15.0,21.0,30.1,-,38.0,13.0,9.0,6.48,-0.06,A0pSi,0p
5698,Nu 1Lup,CD-47 9922,136351,225703,15.0,22.0,8.3,-,47.0,55.0,40.0,5.0,0.5,F8V,8V
5699,Nu 2Lup,CD-47 9919,136352,225697,15.0,21.0,48.2,-,48.0,19.0,4.0,5.65,0.65,G3-5V,3-
5700,,CP-60 5760,136359,253136,15.0,23.0,10.4,-,60.0,39.0,25.0,5.67,0.48,F7V,7V
5701,28    Lib,BD-17 4312,136366,159187,15.0,20.0,53.7,-,18.0,9.0,31.0,6.17,1.02,G8III,8I
5702,,BD+33 2574,136403,64630,15.0,19.0,30.2,+,32.0,30.0,55.0,6.32,0.24,A2m,2m
5703,29Omi Lib,BD-15 4083,136407,159191,15.0,21.0,1.4,-,15.0,32.0,54.0,6.3,0.41,F0III,0I
5704,Gam Cir,CP-58 5908,136415,242463,15.0,23.0,22.7,-,59.0,19.0,15.0,4.51,0.19,B5IV+F8,5I
5705,Phi1Lup,CD-3510236,136422,206552,15.0,21.0,48.4,-,36.0,15.0,41.0,3.56,1.54,K5III,5I
5706,,BD-01 3047,136442,140473,15.0,20.0,47.1,-,2.0,24.0,48.0,6.35,1.06,K0V,0V
5707,,BD-05 4057,136479,140474,15.0,21.0,7.6,-,5.0,49.0,29.0,5.54,1.04,K1III,1I
5708,Eps Lup,CD-4410066,136504,225712,15.0,22.0,40.9,-,44.0,41.0,22.0,3.37,-0.18,B2IV-V,2I
5709,1Omi CrB,BD+30 2647,136512,83768,15.0,20.0,8.5,+,29.0,36.0,58.0,5.51,1.02,K0III,0I
5710,6    Ser,BD+01 3067,136514,120955,15.0,21.0,2.0,+,0.0,42.0,55.0,5.35,1.19,K3III,3I
5711,,BD+25 2902,136643,83778,15.0,21.0,6.9,+,24.0,57.0,28.0,6.39,1.23,K0,0
5712,Phi2Lup,CD-3610103,136664,206580,15.0,23.0,9.4,-,36.0,51.0,31.0,4.54,-0.15,B4V,4V
5713,,CP-67 2864,136672,253155,15.0,26.0,14.7,-,68.0,18.0,33.0,5.89,1.02,G8-K0III,8-
5714,11    UMi,BD+72  678,136726,8207,15.0,17.0,5.9,+,71.0,49.0,26.0,5.02,1.37,K4III,4I
5715,,BD+52 1869,136729,29487,15.0,20.0,5.2,+,51.0,57.0,31.0,5.66,0.11,A4V,4V
5716,,BD+44 2453,136751,45497,15.0,20.0,41.6,+,44.0,26.0,3.0,6.19,0.39,F3-4IV s,3-
5717,7    Ser,BD+13 2928,136831,101508,15.0,22.0,23.2,+,12.0,34.0,3.0,6.28,-0.02,A0V,0V
5718,50    Boo,BD+33 2581,136849,64656,15.0,21.0,48.6,+,32.0,56.0,2.0,5.37,-0.07,B9Vn,9V
5719,Ups Lup,CD-39 9827,136933,206597,15.0,24.0,44.9,-,39.0,42.0,37.0,5.37,-0.11,A0pSi,0p
5720,,BD-11 3940,136956,159227,15.0,23.0,52.2,-,12.0,22.0,10.0,5.72,1.04,gG6,6
5721,8    Ser,BD-00 2961,137006,140502,15.0,23.0,43.7,-,1.0,1.0,21.0,6.12,0.25,F0V,0V
5722,,CD-3710225,137015,206607,15.0,25.0,6.6,-,38.0,10.0,10.0,7.03,0.09,A2V,2V
5723,31Eps Lib,BD-09 4138,137052,159234,15.0,24.0,11.9,-,10.0,19.0,20.0,4.94,0.44,F5IV,5I
5724,,CD-3810289,137058,206616,15.0,25.0,20.2,-,38.0,44.0,1.0,4.6,0.0,A0IV,0I
5725,,CP-64 3178,137066,253174,15.0,27.0,33.1,-,64.0,31.0,53.0,5.71,1.64,K5-M0III,5-
5726,,BD+40 2877,137071,64667,15.0,22.0,37.4,+,39.0,34.0,53.0,5.5,1.59,gK4,4
5727,2Eta CrB,BD+30 2653,137107,64673,15.0,23.0,12.3,+,30.0,17.0,16.0,5.58,0.58,G0V,0V
5728,2Eta CrB,BD+30 2653,137108,,15.0,23.0,12.3,+,30.0,17.0,16.0,6.08,,G3V,3V
5729,Rho Oct,CP-84  510,137333,258731,15.0,43.0,16.8,-,84.0,27.0,55.0,5.57,0.11,A2V,2V
5730,Kap1Aps,CP-72 1802,137387,257289,15.0,31.0,30.8,-,73.0,23.0,22.0,5.49,-0.12,B3IVe,3I
5731,,BD+62 1410,137389,16712,15.0,22.0,37.3,+,62.0,2.0,50.0,5.98,-0.03,A0pSi,0p
5732,,BD+45 2284,137390,45521,15.0,24.0,5.1,+,45.0,16.0,16.0,6.01,1.2,K2III,2I
5733,51Mu 1Boo,BD+37 2636,137391,64686,15.0,24.0,29.4,+,37.0,22.0,38.0,4.31,0.31,F2IVa,2I
5734,51Mu 2Boo,BD+37 2637,137392,64687,15.0,24.0,30.9,+,37.0,20.0,52.0,6.5,0.59,G1V,1V
5735,13Gam UMi,BD+72  679,137422,8220,15.0,20.0,43.7,+,71.0,50.0,2.0,3.05,0.05,A3II-III,3I
5736,,CD-3610161,137432,206660,15.0,27.0,18.2,-,36.0,46.0,4.0,5.45,-0.15,B4Vp,4V
5737,,BD+63 1192,137443,16713,15.0,22.0,38.4,+,63.0,20.0,29.0,5.79,1.27,gK4,4
5738,,CD-51 9132,137465,242569,15.0,28.0,27.2,-,51.0,35.0,51.0,6.1,1.09,G2II,2I
5739,9Tau1Ser,BD+15 2858,137471,101545,15.0,25.0,47.4,+,15.0,25.0,41.0,5.17,1.66,M1III,1I
